locations_no;lie_city;lie_city_part;lie_street;lie_housenoonly;lie_housenoonlyext;flurstueck;rechtswert;hochwert;wohneinheiten;geweinheiten;rvfarbe;rvname;dpsid;hamikrorohr;aplaufgelegt;hakabelfasern;hakabelspleiss;kntname;odfspleiss;odfkabelfasern;mfgsid;popextid;auftraggeber;assigned_user_id;popsid
LOC10589;Gerstetten;Heldenfingen;Friedhofstraße;10;-;-;578800.22;5383990.0;1;0;rot;HLDFG-HA1x10gr-RVT05-03-06;HLDFG-RVT-05;grau;1-2;12 F (1x12);2;HLDFG-RVT-05;39-40;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10701;Gerstetten;Heldenfingen;Max-Eyth-Straße;4;-;-;578629.99;5384036.0;1;0;grün;HLDFG-HA1x10gn-RVT03-04-02;HLDFG-RVT-03;grün;1-2;12 F (1x12);2;HLDFG-RVT-03;39-40;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10763;Gerstetten;Heldenfingen;Pfarrgasse;2;-;-;578642.08;5383994.0;1;0;grün;HLDFG-HA1x10rt-ws-RVT02-01-013;HLDFG-RVT-02;rot / weiß;1-2;12 F (1x12);2;HLDFG-RVT-02;39-40;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10789;Gerstetten;Heldenfingen;Ringstraße;18;-;-;579089.81;5384336.0;1;0;grün;HLDFG-HA1x10gr-RVT07-01-06;HLDFG-RVT-07;grau;1-2;12 F (1x12);2;HLDFG-RVT-07;39-40;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10514;Gerstetten;Heldenfingen;Brunnenäcker;19;-;-;578874.29;5384456.0;1;0;grün;HLDFG-HA1x10br-ws-RVT01-02-019;HLDFG-RVT-01;braun / weiß;1-2;12 F (1x12);2;HLDFG-RVT-01;21-22;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10484;Gerstetten;Heldenfingen;Baumstraße;19;-;-;578539.93;5383875.0;1;0;orange;HLDFG-HA1x10vi-RVT03-02-08;HLDFG-RVT-03;violett;1-2;12 F (1x12);2;HLDFG-RVT-03;41-42;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10556;Gerstetten;Heldenfingen;Enzianweg;12;-;-;579186.67;5384550.0;1;0;rot;HLDFG-HA1x10bl-RVT08-03-03;HLDFG-RVT-08;blau;1-2;12 F (1x12);2;HLDFG-RVT-08;41-42;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10671;Gerstetten;Heldenfingen;Konradstraße;6;-;-;578684.97;5383784.0;1;0;blau;HLDFG-HA1x10gr-RVT04-04-06;HLDFG-RVT-04;grau;1-2;12 F (1x12);2;HLDFG-RVT-04;41-42;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10723;Gerstetten;Heldenfingen;Mittlere Dorfstraße;6;/1;-;578701.26;5384060.0;1;0;grün;HLDFG-HA1x10br-ws-RVT02-01-019;HLDFG-RVT-02;braun / weiß;1-2;12 F (1x12);2;HLDFG-RVT-02;41-42;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10783;Gerstetten;Heldenfingen;Raiffeisenstraße;13;-;-;579098.4;5384230.0;1;0;grün;HLDFG-HA1x10or-RVT06-01-011;HLDFG-RVT-06;orange;1-2;12 F (1x12);2;HLDFG-RVT-06;41-42;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10631;Gerstetten;Heldenfingen;Jakobusstraße;6;/1;-;578895.68;5384534.0;1;0;grün;HLDFG-HA1x10br-ws-RVT01-01-019;HLDFG-RVT-01;braun / weiß;1-2;12 F (1x12);2;HLDFG-RVT-01;23-24;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10545;Gerstetten;Heldenfingen;Elsternweg;6;-;-;578881.59;5383663.0;1;0;orange;HLDFG-HA1x10bl-RVT04-02-03;HLDFG-RVT-04;blau;1-2;12 F (1x12);2;HLDFG-RVT-04;43-44;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10609;Gerstetten;Heldenfingen;Heuchlinger Straße;11;-;-;578751.54;5383932.0;1;0;grün;HLDFG-HA1x10gn-RVT02-01-02;HLDFG-RVT-02;grün;1-2;12 F (1x12);2;HLDFG-RVT-02;43-44;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10707;Gerstetten;Heldenfingen;Max-Eyth-Straße;13;-;-;578544.22;5384058.0;1;0;grün;HLDFG-HA1x10gr-ws-RVT03-01-018;HLDFG-RVT-03;grau / weiß;1-2;12 F (1x12);2;HLDFG-RVT-03;43-44;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10827;Gerstetten;Heldenfingen;Rüblinger Straße;39;-;-;578914.18;5384353.0;1;0;grün;HLDFG-HA1x10gn-ws-RVT07-03-014;HLDFG-RVT-07;grün / weiß;1-2;12 F (1x12);2;HLDFG-RVT-07;43-44;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10839;Gerstetten;Heldenfingen;Rüblinger Straße;57;-;-;578945.86;5384559.0;1;0;grün;HLDFG-HA1x10ge-ws-RVT08-01-016;HLDFG-RVT-08;gelb / weiß;1-2;12 F (1x12);2;HLDFG-RVT-08;43-44;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10863;Gerstetten;Heldenfingen;Untere Hirschstraße;25;-;-;579032.43;5384225.0;1;0;grün;HLDFG-HA1x10ws-RVT06-01-05;HLDFG-RVT-06;weiß;1-2;12 F (1x12);2;HLDFG-RVT-06;43-44;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10694;Gerstetten;Heldenfingen;Ligusterweg;6;-;-;578782.03;5384397.0;1;0;orange;HLDFG-HA1x10bl-RVT01-03-03;HLDFG-RVT-01;blau;1-2;12 F (1x12);2;HLDFG-RVT-01;25-26;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10475;Gerstetten;Heldenfingen;Baumstraße;1;-;-;578715.76;5383867.0;1;0;rot;HLDFG-HA1x10tk-RVT04-03-09;HLDFG-RVT-04;türkis;1-2;12 F (1x12);2;HLDFG-RVT-04;45-46;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10517;Gerstetten;Heldenfingen;Burrenweg;2;-;-;578910.78;5384172.0;1;0;grün;HLDFG-HA1x10br-RVT05-01-07;HLDFG-RVT-05;braun;1-2;12 F (1x12);2;HLDFG-RVT-05;45-46;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10663;Gerstetten;Heldenfingen;Kliffstraße;3;-;-;579128.89;5384125.0;1;0;rot;HLDFG-HA1x10or-RVT06-03-011;HLDFG-RVT-06;orange;1-2;12 F (1x12);2;HLDFG-RVT-06;45-46;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10812;Gerstetten;Heldenfingen;Rüblinger Straße;19;-;-;578781.23;5384277.0;1;0;grün;HLDFG-HA1x10vi-RVT02-02-08;HLDFG-RVT-02;violett;1-2;12 F (1x12);2;HLDFG-RVT-02;45-46;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10639;Gerstetten;Heldenfingen;Jakobusstraße;16;-;-;578778.98;5384556.0;1;0;grün;HLDFG-HA1x10vi-RVT01-01-08;HLDFG-RVT-01;violett;1-2;12 F (1x12);2;HLDFG-RVT-01;27-28;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10521;Gerstetten;Heldenfingen;Burrenweg;6;-;-;578941.77;5384165.0;1;0;grün;HLDFG-HA1x10ge-RVT05-01-04;HLDFG-RVT-05;gelb;1-2;12 F (1x12);2;HLDFG-RVT-05;47-48;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10526;Gerstetten;Heldenfingen;Dettinger Weg;7;-;-;579035.53;5384106.0;1;0;grün;HLDFG-HA1x10ge-RVT06-02-04;HLDFG-RVT-06;gelb;1-2;12 F (1x12);2;HLDFG-RVT-06;47-48;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10670;Gerstetten;Heldenfingen;Konradstraße;3;-;-;578728.65;5383839.0;1;0;blau;HLDFG-HA1x10sw-RVT04-04-010;HLDFG-RVT-04;schwarz;1-2;12 F (1x12);2;HLDFG-RVT-04;47-48;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10716;Gerstetten;Heldenfingen;Max-Eyth-Straße;30;-;-;578451.96;5384024.0;1;0;grün;HLDFG-HA1x10sw-RVT03-01-010;HLDFG-RVT-03;schwarz;1-2;12 F (1x12);2;HLDFG-RVT-03;47-48;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10790;Gerstetten;Heldenfingen;Ringstraße;21;-;-;579058.92;5384482.0;1;0;blau;HLDFG-HA1x10or-RVT08-04-011;HLDFG-RVT-08;orange;1-2;12 F (1x12);2;HLDFG-RVT-08;47-48;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10809;Gerstetten;Heldenfingen;Rüblinger Straße;16;-;-;578779.43;5384248.0;1;0;grün;HLDFG-HA1x10tk-RVT02-02-09;HLDFG-RVT-02;türkis;1-2;12 F (1x12);2;HLDFG-RVT-02;47-48;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10860;Gerstetten;Heldenfingen;Untere Hirschstraße;16;-;-;578938.07;5384228.0;1;0;orange;HLDFG-HA1x10tk-RVT07-02-09;HLDFG-RVT-07;türkis;1-2;12 F (1x12);2;HLDFG-RVT-07;47-48;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10650;Gerstetten;Heldenfingen;Kastanienweg;7;-;-;578778.93;5384449.0;1;0;grün;HLDFG-HA1x10or-RVT01-02-011;HLDFG-RVT-01;orange;1-2;12 F (1x12);2;HLDFG-RVT-01;29-30;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10625;Gerstetten;Heldenfingen;Hügelweg;11;-;-;578907.88;5384306.0;1;0;grün;HLDFG-HA1x10tk-RVT07-03-09;HLDFG-RVT-07;türkis;1-2;12 F (1x12);2;HLDFG-RVT-07;49-50;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10689;Gerstetten;Heldenfingen;Kurzer Weg;4;-;-;579201.56;5384128.0;1;0;orange;HLDFG-HA1x10tk-RVT06-04-09;HLDFG-RVT-06;türkis;1-2;12 F (1x12);2;HLDFG-RVT-06;49-50;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10738;Gerstetten;Heldenfingen;Molkereistraße;21;-;-;578736.65;5384164.0;1;0;orange;HLDFG-HA1x10br-RVT05-02-07;HLDFG-RVT-05;braun;1-2;12 F (1x12);2;HLDFG-RVT-05;49-50;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10769;Gerstetten;Heldenfingen;Rabenweg;3;-;-;578808.32;5383783.0;1;0;grün;HLDFG-HA1x10br-RVT04-01-07;HLDFG-RVT-04;braun;1-2;12 F (1x12);2;HLDFG-RVT-04;49-50;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10508;Gerstetten;Heldenfingen;Brunnenäcker;8;-;-;578802.92;5384342.0;1;0;orange;HLDFG-HA1x10vi-RVT01-03-08;HLDFG-RVT-01;violett;1-2;12 F (1x12);2;HLDFG-RVT-01;31-32;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10519;Gerstetten;Heldenfingen;Burrenweg;4;-;-;578925.07;5384167.0;1;0;grün;HLDFG-HA1x10ws-RVT05-01-05;HLDFG-RVT-05;weiß;1-2;12 F (1x12);2;HLDFG-RVT-05;51-52;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10553;Gerstetten;Heldenfingen;Enzianweg;7;-;-;579168.68;5384561.0;1;0;rot;HLDFG-HA1x10ge-RVT08-03-04;HLDFG-RVT-08;gelb;1-2;12 F (1x12);2;HLDFG-RVT-08;51-52;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10730;Gerstetten;Heldenfingen;Molkereistraße;6;-;-;578577.97;5384078.0;1;0;schwarz;HLDFG-HA1x10rt-RVT03-06-01;HLDFG-RVT-03;rot;1-2;12 F (1x12);2;HLDFG-RVT-03;51-52;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10803;Gerstetten;Heldenfingen;Rüblinger Straße;5;-;-;578683.27;5384202.0;1;0;rot;HLDFG-HA1x10rt-ws-RVT02-03-013;HLDFG-RVT-02;rot / weiß;1-2;12 F (1x12);2;HLDFG-RVT-02;51-52;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10691;Gerstetten;Heldenfingen;Ligusterweg;1;-;-;578743.84;5384383.0;1;0;orange;HLDFG-HA1x10ws-RVT01-03-05;HLDFG-RVT-01;weiß;1-2;12 F (1x12);2;HLDFG-RVT-01;33-34;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10530;Gerstetten;Heldenfingen;Dettinger Weg;11;-;-;579101.5;5384098.0;1;0;grün;HLDFG-HA1x10vi-RVT06-02-08;HLDFG-RVT-06;violett;1-2;12 F (1x12);2;HLDFG-RVT-06;53-54;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10575;Gerstetten;Heldenfingen;Felsenstraße;24;/1;-;579018.09;5384289.0;1;0;grün;HLDFG-HA1x10rs-RVT07-01-012;HLDFG-RVT-07;rosa;1-2;12 F (1x12);2;HLDFG-RVT-07;53-54;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10772;Gerstetten;Heldenfingen;Rabenweg;6;-;-;578798.62;5383744.0;1;0;grün;HLDFG-HA1x10ge-RVT04-01-04;HLDFG-RVT-04;gelb;1-2;12 F (1x12);2;HLDFG-RVT-04;53-54;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10806;Gerstetten;Heldenfingen;Rüblinger Straße;12;-;-;578747.44;5384241.0;1;0;grün;HLDFG-HA1x10or-RVT02-02-011;HLDFG-RVT-02;orange;1-2;12 F (1x12);2;HLDFG-RVT-02;53-54;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10630;Gerstetten;Heldenfingen;Jakobusstraße;6;-;-;578891.79;5384524.0;1;0;grün;HLDFG-HA1x10gr-ws-RVT01-01-018;HLDFG-RVT-01;grau / weiß;1-2;12 F (1x12);2;HLDFG-RVT-01;35-36;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10469;Gerstetten;Heldenfingen;Austernweg;2;-;-;579232.25;5384100.0;1;0;orange;HLDFG-HA1x10gr-RVT06-04-06;HLDFG-RVT-06;grau;1-2;12 F (1x12);2;HLDFG-RVT-06;55-56;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10480;Gerstetten;Heldenfingen;Baumstraße;9;-;-;578639.59;5383867.0;1;0;rot;HLDFG-HA1x10bl-RVT04-03-03;HLDFG-RVT-04;blau;1-2;12 F (1x12);2;HLDFG-RVT-04;55-56;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10485;Gerstetten;Heldenfingen;Baumstraße;19;/1;-;578534.73;5383841.0;1;0;orange;HLDFG-HA1x10ws-RVT03-02-05;HLDFG-RVT-03;weiß;1-2;12 F (1x12);2;HLDFG-RVT-03;55-56;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10498;Gerstetten;Heldenfingen;Breite Straße;10;-;-;578656.58;5384274.0;1;0;orange;HLDFG-HA1x10vi-RVT02-04-08;HLDFG-RVT-02;violett;1-2;12 F (1x12);2;HLDFG-RVT-02;55-56;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10566;Gerstetten;Heldenfingen;Felsenstraße;14;-;-;578946.96;5384284.0;1;0;rot;HLDFG-HA1x10sw-RVT07-04-010;HLDFG-RVT-07;schwarz;1-2;12 F (1x12);2;HLDFG-RVT-07;55-56;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10587;Gerstetten;Heldenfingen;Friedhofstraße;7;-;-;578768.13;5384033.0;1;0;rot;HLDFG-HA1x10ge-RVT05-03-04;HLDFG-RVT-05;gelb;1-2;12 F (1x12);2;HLDFG-RVT-05;55-56;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10660;Gerstetten;Heldenfingen;Kastanienweg;17;-;-;578680.27;5384490.0;1;0;grün;HLDFG-HA1x10bl-RVT01-02-03;HLDFG-RVT-01;blau;1-2;12 F (1x12);2;HLDFG-RVT-01;37-38;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10567;Gerstetten;Heldenfingen;Felsenstraße;15;-;-;578945.96;5384301.0;1;0;rot;HLDFG-HA1x10or-RVT07-04-011;HLDFG-RVT-07;orange;1-2;12 F (1x12);2;HLDFG-RVT-07;57-58;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10577;Gerstetten;Heldenfingen;Flurstraße;1;-;-;578971.95;5384058.0;1;0;grün;HLDFG-HA1x10gr-ws-RVT05-01-018;HLDFG-RVT-05;grau / weiß;1-2;12 F (1x12);2;HLDFG-RVT-05;57-58;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10764;Gerstetten;Heldenfingen;Pfarrgasse;3;-;-;578667.07;5383978.0;1;0;grün;HLDFG-HA1x10rs-RVT02-01-012;HLDFG-RVT-02;rosa;1-2;12 F (1x12);2;HLDFG-RVT-02;57-58;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10647;Gerstetten;Heldenfingen;Kastanienweg;4;-;-;578845.6;5384462.0;1;0;grün;HLDFG-HA1x10gn-ws-RVT01-02-014;HLDFG-RVT-01;grün / weiß;1-2;12 F (1x12);2;HLDFG-RVT-01;39-40;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10455;Gerstetten;Heldenfingen;Altheimer Weg;11;-;-;578755.84;5383705.0;1;0;grün;HLDFG-HA1x10rs-RVT04-01-012;HLDFG-RVT-04;rosa;1-2;12 F (1x12);2;HLDFG-RVT-04;59-60;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10536;Gerstetten;Heldenfingen;Dettinger Weg;22;-;-;579136.89;5384052.0;1;0;grün;HLDFG-HA1x10gr-ws-RVT06-02-018;HLDFG-RVT-06;grau / weiß;1-2;12 F (1x12);2;HLDFG-RVT-06;59-60;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10622;Gerstetten;Heldenfingen;Hügelweg;5;-;-;578881.29;5384289.0;1;0;grün;HLDFG-HA1x10vi-RVT07-03-08;HLDFG-RVT-07;violett;1-2;12 F (1x12);2;HLDFG-RVT-07;59-60;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10679;Gerstetten;Heldenfingen;Kornblumenweg;3;-;-;579083.21;5384546.0;1;0;orange;HLDFG-HA1x10br-RVT08-02-07;HLDFG-RVT-08;braun;1-2;12 F (1x12);2;HLDFG-RVT-08;59-60;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10717;Gerstetten;Heldenfingen;Max-Eyth-Straße;32;-;-;578441.47;5384016.0;1;0;grün;HLDFG-HA1x10tk-RVT03-01-09;HLDFG-RVT-03;türkis;1-2;12 F (1x12);2;HLDFG-RVT-03;59-60;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10754;Gerstetten;Heldenfingen;Molkereistraße;46;-;-;578906.48;5384127.0;1;0;grün;HLDFG-HA1x10sw-RVT05-01-010;HLDFG-RVT-05;schwarz;1-2;12 F (1x12);2;HLDFG-RVT-05;59-60;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10852;Gerstetten;Heldenfingen;Untere Hirschstraße;2;-;-;578844.5;5384268.0;1;0;grün;HLDFG-HA1x10gn-RVT02-02-02;HLDFG-RVT-02;grün;1-2;12 F (1x12);2;HLDFG-RVT-02;59-60;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10628;Gerstetten;Heldenfingen;Jakobusstraße;3;-;-;578867.3;5384499.0;1;0;grün;HLDFG-HA1x10ws-sw-RVT01-01-017;HLDFG-RVT-01;schwarz / weiß;1-2;12 F (1x12);2;HLDFG-RVT-01;41-42;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10471;Gerstetten;Heldenfingen;Austernweg;8;-;-;579245.84;5384168.0;1;0;orange;HLDFG-HA1x10gn-RVT06-04-02;HLDFG-RVT-06;grün;1-2;12 F (1x12);2;HLDFG-RVT-06;61-62;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10678;Gerstetten;Heldenfingen;Kornblumenweg;2;-;-;579092.51;5384495.0;1;0;orange;HLDFG-HA1x10sw-RVT08-02-010;HLDFG-RVT-08;schwarz;1-2;12 F (1x12);2;HLDFG-RVT-08;61-62;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10760;Gerstetten;Heldenfingen;Obere Hirschstraße;5;-;-;579003.64;5384252.0;1;0;orange;HLDFG-HA1x10bl-RVT07-02-03;HLDFG-RVT-07;blau;1-2;12 F (1x12);2;HLDFG-RVT-07;61-62;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10515;Gerstetten;Heldenfingen;Brunnenäcker;20;-;-;578904.38;5384439.0;1;0;grün;HLDFG-HA1x10gr-ws-RVT01-02-018;HLDFG-RVT-01;grau / weiß;1-2;12 F (1x12);2;HLDFG-RVT-01;43-44;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10477;Gerstetten;Heldenfingen;Baumstraße;4;-;-;578693.76;5383905.0;1;0;rot;HLDFG-HA1x10ws-RVT04-03-05;HLDFG-RVT-04;weiß;1-2;12 F (1x12);2;HLDFG-RVT-04;63-64;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10522;Gerstetten;Heldenfingen;Dettinger Weg;2;-;-;578949.96;5384100.0;1;0;grün;HLDFG-HA1x10vi-ws-RVT05-01-020;HLDFG-RVT-05;violett / weiß;1-2;12 F (1x12);2;HLDFG-RVT-05;63-64;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10598;Gerstetten;Heldenfingen;Halde;1;-;-;579232.55;5384434.0;1;0;grün;HLDFG-HA1x10gn-RVT07-01-02;HLDFG-RVT-07;grün;1-2;12 F (1x12);2;HLDFG-RVT-07;63-64;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10711;Gerstetten;Heldenfingen;Max-Eyth-Straße;22;-;-;578514.44;5384080.0;1;0;grün;HLDFG-HA1x10bl-ws-RVT03-01-015;HLDFG-RVT-03;blau / weiß;1-2;12 F (1x12);2;HLDFG-RVT-03;63-64;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10807;Gerstetten;Heldenfingen;Rüblinger Straße;13;-;-;578733.95;5384255.0;1;0;grün;HLDFG-HA1x10gn-ws-RVT02-02-014;HLDFG-RVT-02;grün / weiß;1-2;12 F (1x12);2;HLDFG-RVT-02;63-64;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10836;Gerstetten;Heldenfingen;Rüblinger Straße;53;-;-;578956.66;5384515.0;1;0;grün;HLDFG-HA1x10gr-ws-RVT08-01-018;HLDFG-RVT-08;grau / weiß;1-2;12 F (1x12);2;HLDFG-RVT-08;63-64;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
